9 Exceptional Scientists Receive the 2014 Kavli Prizes (Scientific American),http://news.feedzilla.com/en_us/stories/science/405786789?client_source=api&format=json,"Cosmic inflation, nano-optics, memory and cognition are among the topics to
earn recognition


-- Read more on ScientificAmerican.com

"
"A Low Cost, Open Source Geiger Counter (Video)",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/MzcyhaSMZAM/story01.htm,"Sawaiz Syed's LinkedIn page says he's a ""Hardware Developer at GSU [Georgia State University], Department of Physics."" That's a great workplace for someone who designs low cost radiation detectors that can be air-dropped into an area where there has been a nuclear accident (or a nuclear attack; or a nuclear terrorist act) and read remotely by a flying drone or a robot ground vehicle. This isn't Sawaiz's only project; it's just the one Timothy asked him about most at the recent Maker Faire Atlanta. (Alternate Video Link)<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=A+Low+Cost%2C+Open+Source+Geiger+Counter+(Video)%3A+http%3A%2F%2Fbit.ly%2F1ruB3YE""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fbuild.slashdot.org%2Fstory%2F14%2F10%2F24%2F1832257%2Fa-low-cost-open-source-geiger-counter-video%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://build.slashdot.org/story/14/10/24/1832257/a-low-cost-open-source-geiger-counter-video?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://build.slashdot.org/story/14/10/24/1832257/a-low-cost-open-source-geiger-counter-video?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5868301&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fce106d/sc/8/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/a2.htm""><img src=""http://da.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211596827973/u/49/f/647410/c/35028/s/3fce106d/sc/8/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/MzcyhaSMZAM"" height=""1"" width=""1""/>"
A New Edition of The Journal of Medical Ethics is Available (bioethicscom),http://news.feedzilla.com/en_us/stories/science/405867438?client_source=api&format=json,"The Journal for Medical Ethics (Vol. 40, No. 10, October 2014) is now
available online by subscription only. Articles include: ""Why philosophy is
important to medical ethics"" by Julian Savulescu ""Anaesthesia, amnesia and
harm"" by Walter Glannon ""Fiddling with memory"" by Andrew Davidson ""Minimizing
… Read More

"
A Velvet Touch With Chicken (New York Times),http://news.feedzilla.com/en_us/stories/science/405904159?client_source=api&format=json,"This Chinese technique will help skinless-boneless breasts retain their moist
texture.

"
AT&amp;T Locks Apple SIM Cards On New iPads,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/c1MwI6AXaPw/story01.htm,"As reported by MacRumors, the unlocked, carrier-switchable SIM cards built into the newest iPads aren't necessarily so -- at least if you buy them from an AT&amp;T store. Though the card comes from Apple with the ability to support (and be switched among with software, if a change is necessary) all major carriers, ""AT&amp;T is not supporting this interchangeability and is locking the SIM included with cellular models of the iPad Air 2 and Retina iPad mini 3 after it is used with an AT&amp;T plan. ... AT&amp;T appears to be the only participating carrier that is locking the Apple SIM to its network. T-Mobile's John Legere has indicated that T-Mobile's process does not lock a customer in to T-Mobile, which appears to be confirmed by Apple's support document, and Sprint's process also seems to leave the Apple SIM unlocked and able to be used with other carrier plans. Verizon, the fourth major carrier in the United States, did not opt to allow the Apple SIM to work with its network."" The iPad itself can still be activated and used on other networks, but only after the installation of a new SIM.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=AT%26amp%3BT+Locks+Apple+SIM+Cards+On+New+iPads%3A+http%3A%2F%2Fbit.ly%2F1wwW4Hz""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fapple.slashdot.org%2Fstory%2F14%2F10%2F24%2F2245205%2Fatt-locks-apple-sim-cards-on-new-ipads%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://apple.slashdot.org/story/14/10/24/2245205/att-locks-apple-sim-cards-on-new-ipads?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://apple.slashdot.org/story/14/10/24/2245205/att-locks-apple-sim-cards-on-new-ipads?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5868891&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fcec230/sc/5/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/a2.htm""><img src=""http://da.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211596853591/u/49/f/647410/c/35028/s/3fcec230/sc/5/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/c1MwI6AXaPw"" height=""1"" width=""1""/>"
Ask Slashdot: How Do I Make a High-Spec PC Waterproof?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/lywb24T1_5o/story01.htm,"jimwormold writes: I need to build a system for outdoor use, capable of withstanding a high pressure water jet! ""Embedded PC,"" I hear you cry. Well, ideally yes. However, the system does a fair bit of number crunching on a GPU (GTX970) and there don't appear to be any such embedded systems available. The perfect solution will be as small as possible (ideally about 1.5x the size of a motherboard, and the height will be limited to accommodate the graphics card). I'm U.K.- based, so the ambient temperature will range from -5C to 30C, so I presume some sort of active temperature control would be useful. I found this helpful discussion, but it's 14 years old. Thus, I thought I'd post my question here. Do any of you enlightened Slashdotters have insights to this problem, or know of any products that will help me achieve my goals?<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+How+Do+I+Make+a+High-Spec+PC+Waterproof%3F%3A+http%3A%2F%2Fbit.ly%2F1Dd1pnu""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fask.slashdot.org%2Fstory%2F14%2F10%2F25%2F2153229%2Fask-slashdot-how-do-i-make-a-high-spec-pc-waterproof%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://ask.slashdot.org/story/14/10/25/2153229/ask-slashdot-how-do-i-make-a-high-spec-pc-waterproof?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://ask.slashdot.org/story/14/10/25/2153229/ask-slashdot-how-do-i-make-a-high-spec-pc-waterproof?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5872139&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fd45f47/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211596874477/u/49/f/647410/c/35028/s/3fd45f47/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/lywb24T1_5o"" height=""1"" width=""1""/>"
"Ballmer Says Amazon Isn't a ""Real Business""",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/_urGX1PQjH0/story01.htm,"theodp writes According to Steve Ballmer, Amazon.com is not a real business. ""They make no money,"" Ballmer said on the Charlie Rose Show. ""In my world, you're not a real business until you make some money. I have a hard time with businesses that don't make money at some point."" Ballmer's comments come as Amazon posted a $437 million loss for the third quarter, disappointing Wall Street. ""If you are worth $150 billion,"" Ballmer added, ""eventually somebody thinks you're going to make $15 billion pre-tax. They make about zero, and there's a big gap between zero and 15."" Fired-up as ever, LA Clippers owner Ballmer's diss comes after fellow NBA owner Mark Cuban similarly slammed IBM, saying Big Blue is no longer a tech company (Robert X. Cringely seems to concur). ""Today, they [IBM] specialize in financial engineering,"" Cuban told CNBC after IBM posted another disappointing quarter. ""They're no longer a tech company, they are an amalgamation of different companies that they are trying to arb[itrage] on Wall Street, and I'm not a fan of that at all.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ballmer+Says+Amazon+Isn't+a+%22Real+Business%22%3A+http%3A%2F%2Fbit.ly%2F1ryDQQL""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F14%2F10%2F25%2F075209%2Fballmer-says-amazon-isnt-a-real-business%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/14/10/25/075209/ballmer-says-amazon-isnt-a-real-business?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://news.slashdot.org/story/14/10/25/075209/ballmer-says-amazon-isnt-a-real-business?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5870133&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fd1aff9/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211596841045/u/49/f/647410/c/35028/s/3fd1aff9/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/_urGX1PQjH0"" height=""1"" width=""1""/>"
Building All the Major Open-Source Web Browsers,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/rQ_bEoC90xU/story01.htm,"An anonymous reader writes: Cristophe de Dinechin, long-time software developer, has an interesting article on the processes involved in building the major browsers. From the article: ""Mozilla Firefox, Chromium (the open-source variant of Chrome) and WebKit (the basis for Safari) are all great examples of open-source software. The Qt project has a simple webkit-based web browser in their examples. So that's at least four different open-source web browsers to choose from. But what does it take to actually build them? The TL;DR answer is that these are complex pieces of software, each of them with rather idiosyncratic build systems, and that you should consider 100GB of disk space to build all the browsers, a few hours of download, and be prepared to learn lots of new, rather specific tools.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Building+All+the+Major+Open-Source+Web+Browsers%3A+http%3A%2F%2Fbit.ly%2F1oHyOFV""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fdevelopers.slashdot.org%2Fstory%2F14%2F10%2F25%2F1812257%2Fbuilding-all-the-major-open-source-web-browsers%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://developers.slashdot.org/story/14/10/25/1812257/building-all-the-major-open-source-web-browsers?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://developers.slashdot.org/story/14/10/25/1812257/building-all-the-major-open-source-web-browsers?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5871769&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fd3e3c7/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211596873712/u/49/f/647410/c/35028/s/3fd3e3c7/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/rQ_bEoC90xU"" height=""1"" width=""1""/>"
"CHP Officers Steal, Forward Nude Pictures From Arrestee Smartphones",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/1SqLDLO9h8I/story01.htm,"sabri writes: Following the initial suspension of a California Highway Patrol officer earlier this week, news has come out that the CHP has an entire ring of officers who steal and subsequently share nude pictures. The nudes are stolen from women who are arrested or stopped. Officer Sean Harrington of Martinez reportedly confessed to stealing explicit photos from the suspect's phone, and said he forwarded those images to at least two other CHP officers. Where is the ACLU when you need them the most?<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=CHP+Officers+Steal%2C+Forward+Nude+Pictures+From+Arrestee+Smartphones%3A+http%3A%2F%2Fbitly.com%2F1t9ULxu""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fmobile.slashdot.org%2Fstory%2F14%2F10%2F25%2F1228230%2Fchp-officers-steal-forward-nude-pictures-from-arrestee-smartphones%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://mobile.slashdot.org/story/14/10/25/1228230/chp-officers-steal-forward-nude-pictures-from-arrestee-smartphones?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://mobile.slashdot.org/story/14/10/25/1228230/chp-officers-steal-forward-nude-pictures-from-arrestee-smartphones?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5870973&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fd256a6/sc/8/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/a2.htm""><img src=""http://da.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211596842279/u/49/f/647410/c/35028/s/3fd256a6/sc/8/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/1SqLDLO9h8I"" height=""1"" width=""1""/>"
"Computer Scientist Parachutes From 135,908 Feet, Breaking Record",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/ufCLFU4bQ_I/story01.htm,"An anonymous reader writes: The NY Times reports that Alan Eustace, a computer scientist and senior VP at Google, has successfully broken the record for highest freefall jump, set by Felix Baumgartner in 2012. ""For a little over two hours, the balloon ascended at speeds up to 1,600 feet per minute to an altitude of 135,908 feet, more than 25 miles. Mr. Eustace dangled underneath in a specially designed spacesuit with an elaborate life-support system. He returned to earth just 15 minutes after starting his fall. ... Mr. Eustace cut himself loose from the balloon with the aid of a small explosive device and plummeted toward the earth at a speeds that peaked at more than 800 miles per hour, setting off a small sonic boom heard by observers on the ground. ... His technical team had designed a carbon-fiber attachment that kept him from becoming entangled in the main parachute before it opened. About four-and-a-half minutes into his flight, he opened the main parachute and glided to a landing 70 miles from the launch site.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Computer+Scientist+Parachutes+From+135%2C908+Feet%2C+Breaking+Record%3A+http%3A%2F%2Fbit.ly%2FZMhhAs""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F14%2F10%2F24%2F1818230%2Fcomputer-scientist-parachutes-from-135908-feet-breaking-record%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/14/10/24/1818230/computer-scientist-parachutes-from-135908-feet-breaking-record?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://news.slashdot.org/story/14/10/24/1818230/computer-scientist-parachutes-from-135908-feet-breaking-record?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5868245&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fcde72c/sc/21/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/a2.htm""><img src=""http://da.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211596854543/u/49/f/647410/c/35028/s/3fcde72c/sc/21/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/ufCLFU4bQ_I"" height=""1"" width=""1""/>"
